cv_id,tier,template,domain,model,model_name,extraction,pydantic_valid,error,time_s,extraction_time_s,total_pipeline_time_s,extracted_chars,full_name,email,location,seniority_level,primary_domain,years_of_experience,has_github,has_linkedin,skills_exact_f1,skills_partial_f1,skills_combined_f1,skills_mrr,experience_companies_f1,experience_titles_f1,education_institutions_f1,education_degrees_f1
5109,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.78,0.01,4.79,1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6849,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.89,0.01,1.9,2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5439,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.42,0.01,1.43,2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.48,0.01,1.49,1148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.8,0.01,1.81,1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6434,T3,T3_card_layout,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.76,0.01,1.77,1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,T3,T3_card_layout,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,12.33,0.01,12.34,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.936,0.936,0.936,1.0,0.0,0.0,0.0,0.0
5274,T3,T3_card_layout,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.19,0.01,2.2,1910,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5654,T3,T3_card_layout,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a value at line 1 column 10965 [type=json_invalid, input_value='{""certifications"": [{""na..."": ""hobby"", ""raw_text"":",40.77,0.01,40.78,1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6129,T3,T3_card_layout,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.82,0.01,3.83,1878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6549,T3,T3_card_layout,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.52,0.01,3.53,2311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81,0.81,0.81,1.0,0.0,0.0,0.0,0.0
6829,T3,T3_card_layout,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,12.16,0.01,12.17,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789,0.789,0.789,0.5,0.0,0.0,0.0,0.0
5944,T3,T3_card_layout,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.77,0.01,1.78,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6514,T3,T3_card_layout,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.36,0.01,9.37,1751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.864,0.864,0.864,1.0,0.0,0.0,0.0,0.0
5009,T3,T3_card_layout,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.97,0.01,8.98,1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,0.872,0.872,1.0,0.0,0.0,0.0,0.0
6279,T3,T3_card_layout,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.3,0.01,4.31,1634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.684,0.684,0.684,1.0,0.0,0.0,0.0,0.0
5884,T3,T3_card_layout,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.71,0.01,5.72,1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927,0.927,0.927,1.0,0.0,0.0,0.0,0.0
5390,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.44,0.01,2.45,1483,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5005,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.52,0.01,7.53,1561,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.471,0.471,0.471,0.1,0.0,0.0,0.0,0.0
6255,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.38,0.01,2.39,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,15.45,0.01,15.46,1452,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.286,0.0,0.0
6555,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.77,0.01,1.78,2339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5335,T3,T3_europass,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.17,0.01,5.18,991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743,0.743,0.743,0.2,0.0,0.0,0.0,0.0
5585,T3,T3_europass,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.64,0.01,1.65,2166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075,T3,T3_europass,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.28,0.01,5.29,1417,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0
5090,T3,T3_europass,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.91,0.01,2.92,1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.829,0.829,1.0,0.0,0.0,0.0,0.0
6995,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.05,0.01,7.06,1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732,0.732,0.732,1.0,0.0,0.0,0.0,0.0
6865,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 1 column 11511 [type=json_invalid, input_value='{""email"": ""april.bryan@o...iption"": ""Developed ML",39.97,0.01,39.98,1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5040,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.54,0.01,1.55,2317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6550,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.65,0.01,1.66,1605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5175,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.42,0.01,1.43,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6240,T3,T3_europass,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.67,0.01,1.68,2258,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5690,T3,T3_europass,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.12,0.01,8.13,1124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.727,0.727,0.333,0.667,0.333,1.0,0.0
6820,T3,T3_europass,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.64,0.01,9.65,1280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.667,0.4,0.0,0.0
5665,T3,T3_europass,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 1 column 11333 [type=json_invalid, input_value='{""email"": ""mark.price@gm....A. in Computer Scienc",40.73,0.01,40.74,1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6070,T3,T3_europass,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,14.97,0.01,14.98,2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.679,0.679,0.679,1.0,0.8,0.667,0.0,0.0
5770,T3,T3_europass,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.21,0.01,9.22,1482,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.622,0.622,0.622,0.25,0.667,0.4,0.0,0.0
5290,T3,T3_europass,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.62,0.01,7.63,1512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.591,0.568,0.091,0.0,0.0,0.0,0.0
6450,T3,T3_europass,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.96,0.01,5.97,1183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.706,0.706,1.0,0.0,0.0,0.0,0.0
6465,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.86,0.01,5.87,1430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939,0.939,0.939,1.0,0.0,0.0,0.0,0.0
5695,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.36,0.01,4.37,1521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0
5190,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,10.62,0.01,10.63,1565,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.927,0.927,0.927,1.0,0.6,0.364,0.0,0.0
5445,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.93,0.01,2.94,928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936,0.936,0.936,1.0,0.0,0.0,0.0,0.0
6010,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.34,0.01,6.35,1224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.0
6325,T3,T3_europass,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.72,0.01,1.73,1773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6405,T3,T3_europass,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.74,0.01,7.75,1274,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
6475,T3,T3_europass,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.52,0.01,5.53,1430,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
6695,T3,T3_europass,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.56,0.01,7.57,1548,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.981,0.981,0.981,1.0,0.0,0.0,0.0,0.0
6860,T3,T3_europass,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.84,0.01,7.85,1298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863,0.863,0.863,1.0,0.0,0.0,0.0,0.0
5150,T3,T3_europass,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.41,0.01,9.42,1455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.524,0.524,0.5,0.0,0.0,0.0,0.0
5640,T3,T3_europass,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,11.18,0.01,11.19,1463,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,0.93,1.0,0.857,0.5,0.0,0.0
5820,T3,T3_europass,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.66,0.01,6.67,1656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757,0.757,0.757,1.0,0.0,0.0,0.0,0.0
5680,T3,T3_europass,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,18.32,0.01,18.33,1468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.316,0.0,0.0
5245,T3,T3_europass,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.51,0.01,5.52,1536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93,0.93,0.93,1.0,0.0,0.0,0.0,0.0
6580,T3,T3_europass,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.31,0.01,5.32,1400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.909,0.909,1.0,0.0,0.0,0.0,0.0
5280,T3,T3_europass,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.74,0.01,5.75,1604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.71,1.0,0.0,0.0,0.0,0.0
5460,T3,T3_europass,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.48,0.01,3.49,1063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5127,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.48,0.01,1.49,2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.49,0.01,8.5,2365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0
5282,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.09,0.01,1.1,2117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.14,0.01,1.15,1932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6302,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.45,0.01,4.46,1487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6352,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,10.57,0.01,10.58,1561,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.852,0.889,0.87,1.0,0.0,0.0,0.0,0.0
6767,T3,T3_header_footer,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.52,0.01,1.53,1810,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,T3,T3_header_footer,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.24,0.01,1.25,2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6177,T3,T3_header_footer,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.09,0.01,1.1,1775,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5062,T3,T3_header_footer,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.75,0.01,4.76,2032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.78,0.78,0.78,1.0,0.0,0.0,0.0,0.0
5512,T3,T3_header_footer,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.35,0.01,2.36,1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6887,T3,T3_header_footer,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.12,0.01,9.13,1642,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.958,0.958,0.958,1.0,0.0,0.0,0.0,0.0
6842,T3,T3_header_footer,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.25,0.01,1.26,1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5312,T3,T3_header_footer,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,10.72,0.01,10.73,1237,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.933,0.933,0.933,1.0,0.667,0.667,0.667,1.0
6727,T3,T3_header_footer,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,11.06,0.01,11.07,1370,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.905,0.905,0.905,1.0,1.0,1.0,1.0,0.8
6742,T3,T3_header_footer,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.42,0.01,1.43,1915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6227,T3,T3_header_footer,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.23,0.01,5.24,1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,0.0,0.0,0.0,0.0
6647,T3,T3_header_footer,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.65,0.01,3.66,2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6737,T3,T3_header_footer,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.22,0.01,1.23,1825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6957,T3,T3_header_footer,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 2 column 12249 [type=json_invalid, input_value='{""certifications"": [{""na...l_statement"", ""raw_tex",40.54,0.01,40.55,1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5317,T3,T3_header_footer,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.36,0.01,8.37,2235,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.78,0.78,0.78,1.0,0.0,0.0,0.0,0.0
5762,T3,T3_header_footer,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.35,0.01,1.36,2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,T3,T3_header_footer,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.19,0.01,2.2,1919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
5167,T3,T3_header_footer,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.35,0.01,7.36,1509,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0
6067,T3,T3_header_footer,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.5,0.01,1.51,1919,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6497,T3,T3_header_footer,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.11,0.01,1.12,2165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5412,T3,T3_header_footer,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,35.98,0.01,35.99,1364,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.444,0.5,0.0,0.0
5067,T3,T3_header_footer,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.33,0.01,1.34,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,T3,T3_header_footer,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,15.57,0.01,15.58,2025,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0
5612,T3,T3_header_footer,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.51,0.01,1.52,1895,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6477,T3,T3_header_footer,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.06,0.01,1.07,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6817,T3,T3_header_footer,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.28,0.01,5.29,1707,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.895,0.895,0.895,0.333,0.0,0.0,0.0,0.0
5342,T3,T3_header_footer,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.51,0.01,1.52,1705,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6542,T3,T3_header_footer,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.08,0.01,1.09,2143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6982,T3,T3_header_footer,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.47,0.01,1.48,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6342,T3,T3_header_footer,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.23,0.01,2.24,1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6232,T3,T3_header_footer,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.83,0.01,5.84,1088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.93,0.93,0.93,1.0,0.0,0.0,0.0,0.0
5177,T3,T3_header_footer,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.37,0.01,6.38,1209,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.909,0.909,0.909,1.0,0.0,0.0,0.0,0.0
5272,T3,T3_header_footer,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.44,0.01,8.45,1270,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.571,0.5,0.0,0.0
5038,T3,T3_nested_tables,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.96,0.01,7.97,2425,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.833,0.25,0.0,0.0
5268,T3,T3_nested_tables,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 242 column 6 [type=json_invalid, input_value='{""email"": ""christopher.k...text"": ""None""},\n    {""'",43.28,0.01,43.29,2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6158,T3,T3_nested_tables,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,12.63,0.01,12.64,1797,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.84,0.84,0.84,1.0,0.667,0.667,1.0,0.0
